address,city,submarket,state,zip_code,property_type,property_class,sale_date,sale_price,price_per_unit,price_per_sf,cap_rate,units,total_sf,lot_size_sf,year_built,year_renovated,num_buildings,num_floors,parking_spaces,noi,gross_potential_rent,occupancy_at_sale,inplace_vs_market_rent_pct,buyer,buyer_type,seller,seller_type,broker,financing_type,ltv,lender,interest_rate,deal_type,special_conditions,data_source,notes
657 Main Way,Houston,The Woodlands,TX,72525,industrial,A,2023-04-11,39449560,,69.5,6.59,,567604,1171499,2012,2019.0,1,3,1278,,,0.89,,CBRE Investment Management,Family Office,Starwood Capital,Private Equity,JLL,financed,0.68,Goldman Sachs,6.48,portfolio,LEED certified,CoStar COMPS,A class industrial in The Woodlands
6762 Oak Avenue,Houston,Sugar Land,TX,26919,industrial,B,2023-04-11,84958851,,241.23,6.63,,352194,613769,1995,,1,2,789,,,0.95,,Simon Property Group,Family Office,RXR Realty,Developer,Colliers,financed,0.5,Goldman Sachs,8.46,sale-leaseback,ground lease,Public Records,B class industrial in Sugar Land
7450 Park Drive,New York,Manhattan,NY,92078,mixed-use,B,2023-04-11,78663364,288144.0,138.07,6.0,273.0,569741,1324925,2022,,1,6,1222,,,0.87,,AvalonBay Communities,Sovereign Wealth Fund,Tishman Speyer,Sovereign Wealth Fund,JLL,financed,0.61,,7.16,value-add,ground lease,JLL Research,B class mixed-use in Manhattan
4906 Center Boulevard,New York,Manhattan,NY,32115,industrial,B,2023-04-11,13885234,,50.59,5.57,,274446,737924,2009,,1,1,797,,,0.96,,Carlyle Group,Family Office,Duke Realty,Pension Fund,Colliers,seller financing,,,,portfolio,1031 exchange,Real Capital Analytics,B class industrial in Manhattan
5000 Market Avenue,San Francisco,San Jose,CA,95736,office,C,2023-04-11,214319652,,891.84,6.8,,240312,415996,2006,,1,33,782,,,0.84,,AvalonBay Communities,Private Equity,CBRE,Family Office,Colliers,financed,0.61,JLL Capital Markets,6.18,development,,Real Estate Alert,C class office in San Jose
6442 Washington Way,Chicago,Loop,IL,49025,mixed-use,B,2023-04-10,336606974,892857.0,917.07,5.96,377.0,367048,827015,2019,2024.0,1,36,822,,,0.86,,Lendlease,Family Office,CBRE,Investment Fund,CBRE,assumption,,,,distressed,master lease in place,Public Records,B class mixed-use in Loop
3976 Market Avenue,Atlanta,Midtown,GA,70090,office,B,2023-04-09,101881653,,250.84,7.52,,406160,878236,2010,2016.0,1,26,892,7661500.0,11786923.0,0.95,0.85,PGIM Real Estate,Investment Fund,AEW Capital Management,Individual Investor,Newmark,financed,0.65,,7.74,stabilized,off-market deal,Public Records,B class office in Midtown
5033 Center Drive,Boston,Brookline,MA,91189,multifamily,B,2023-04-08,40363191,110888.0,130.0,4.75,364.0,310492,527078,2000,,4,26,662,,,0.94,,Lendlease,Insurance Company,Eastdil Secured,Individual Investor,HFF,assumption,,,,portfolio,,CoStar COMPS,B class multifamily in Brookline
4693 Main Avenue,Los Angeles,Long Beach,CA,22018,hotel,Full Service,2023-04-08,87771524,404477.0,890.92,7.09,217.0,98518,269056,2020,,1,28,308,,,0.62,,Nuveen Real Estate,REIT,Hines,Individual Investor,,bridge loan,,,,value-add,master lease in place,Real Estate Alert,Full Service class hotel in Long Beach
5309 Madison Street,Miami,Aventura,FL,96249,retail,B,2023-04-08,54566533,,238.57,6.85,,228720,422820,1993,,1,3,476,,,0.94,,Kimco Realty,Sovereign Wealth Fund,Brookfield Asset Management,Insurance Company,JLL,bridge loan,,,,distressed,,Real Capital Analytics,B class retail in Aventura
535 Main Way,Riverside,Corona,CA,24020,industrial,C,2023-04-08,11125006,,21.11,5.52,,526977,1262528,2023,,1,1,1455,614100.0,944769.0,0.88,1.05,Starwood Capital,Investment Fund,Lendlease,Developer,Marcus & Millichap,bridge loan,,,,stabilized,,Public Records,C class industrial in Corona
2797 Washington Street,New York,Brooklyn,NY,96466,multifamily,A,2023-04-06,38688676,149956.0,143.09,5.36,258.0,270384,701851,2015,,5,34,797,,,0.97,,Vornado Realty Trust,Sovereign Wealth Fund,Ares Management,Investment Fund,Colliers,seller financing,,,,development,off-market deal,CoStar COMPS,A class multifamily in Brooklyn
7884 Market Drive,New York,Brooklyn,NY,53246,retail,C,2023-04-06,36726767,,195.62,6.79,,187749,350335,1999,,1,3,394,,,0.81,,Carlyle Group,Family Office,Colliers International,Insurance Company,Cushman & Wakefield,seller financing,,,,sale-leaseback,ground lease,Real Capital Analytics,C class retail in Brooklyn
8400 Oak Drive,Phoenix,Scottsdale,AZ,93862,industrial,B,2023-04-06,74874074,,108.79,5.93,,688247,1499281,2007,,1,3,2249,,,0.95,,Blackstone,Investment Fund,JLL,Private Equity,Newmark,bridge loan,,,,development,,CBRE Market Report,B class industrial in Scottsdale
3649 Main Way,Riverside,Moreno Valley,CA,94196,retail,B,2023-04-06,64616541,,289.32,7.76,,223336,605430,2007,,1,2,500,,,0.97,,Apollo Global Management,Private Equity,Greystar,Sovereign Wealth Fund,JLL,cash,,,,sale-leaseback,master lease in place,Real Estate Alert,B class retail in Moreno Valley
2948 Main Drive,Chicago,River North,IL,16545,office,B,2023-04-04,28140081,,109.18,7.35,,257746,426018,2012,2024.0,1,11,778,,,0.77,,Greystar,Insurance Company,Bentall GreenOak,Private Equity,Berkadia,bridge loan,,,,sale-leaseback,waterfront property,Real Capital Analytics,B class office in River North
8935 Park Street,Detroit,Warren,MI,30139,industrial,A,2023-04-04,63908997,,184.33,6.17,,346709,846569,2024,,1,2,813,,,0.92,,Nuveen Real Estate,Developer,Bentall GreenOak,Family Office,Berkadia,financed,0.74,JLL Capital Markets,6.54,distressed,,JLL Research,A class industrial in Warren
7453 Washington Street,Los Angeles,Downtown LA,CA,53098,multifamily,B,2023-04-04,23721268,85636.0,87.03,4.63,277.0,272568,761984,2002,,1,21,673,,,0.87,,Blackstone,Individual Investor,AvalonBay Communities,Developer,Eastdil Secured,financed,0.65,Principal Financial,7.14,portfolio,,CBRE Market Report,B class multifamily in Downtown LA
5414 Market Street,New York,Newark,NY,19606,multifamily,A,2023-04-04,55754284,230390.0,227.21,4.66,242.0,245388,546845,2014,,4,29,665,,,0.89,,Equity Residential,REIT,Kimco Realty,Sovereign Wealth Fund,,financed,0.57,Goldman Sachs,6.74,sale-leaseback,LEED certified,CoStar COMPS,A class multifamily in Newark
9134 Park Boulevard,Seattle,Bellevue,WA,21802,retail,B,2023-04-03,34813934,,192.76,8.07,,180607,434312,2009,2016.0,1,2,469,,,0.82,,CBRE Investment Management,Pension Fund,LaSalle Investment Management,Insurance Company,Cushman & Wakefield,assumption,,,,distressed,portfolio acquisition,JLL Research,B class retail in Bellevue
622 Madison Avenue,Detroit,Downtown Detroit,MI,60890,hotel,Full Service,2023-04-02,49763056,168688.0,335.36,8.83,295.0,148385,388792,1996,2020.0,1,16,480,,,0.61,,PGIM Real Estate,Insurance Company,Lendlease,Sovereign Wealth Fund,Marcus & Millichap,cash,,,,distressed,1031 exchange,Real Estate Alert,Full Service class hotel in Downtown Detroit
7940 Park Avenue,San Francisco,Berkeley,CA,84349,industrial,B,2023-04-02,46120895,,99.15,6.05,,465145,1228478,2004,,1,1,967,,,0.99,,SL Green Realty,Insurance Company,Eastdil Secured,REIT,,financed,0.74,MetLife,5.84,value-add,,CoStar COMPS,B class industrial in Berkeley
5565 Madison Drive,Dallas,Uptown,TX,19567,hotel,Full Service,2023-04-01,25670954,72109.0,139.48,7.49,356.0,184052,359543,1991,,1,35,497,,,0.73,,PGIM Real Estate,REIT,Kimco Realty,Sovereign Wealth Fund,Berkadia,assumption,,,,development,1031 exchange,Real Capital Analytics,Full Service class hotel in Uptown
960 Broadway Street,Philadelphia,University City,PA,17427,office,C,2023-04-01,159299725,,334.76,7.98,,475869,1151187,2003,,1,27,1289,12712118.0,19557104.0,0.93,0.97,Starwood Capital,Developer,Starwood Capital,Individual Investor,,assumption,,,,stabilized,portfolio acquisition,Public Records,C class office in University City
6056 Park Drive,Miami,Aventura,FL,14920,office,B,2023-03-31,37712411,,75.97,7.96,,496405,1327487,1982,,1,37,1201,,,0.83,,Lendlease,Family Office,Blackstone,Insurance Company,HFF,financed,0.74,Wells Fargo,6.01,development,,CoStar COMPS,B class office in Aventura
1318 Center Avenue,Atlanta,Buckhead,GA,64253,retail,B,2023-03-30,20612203,,239.51,7.99,,86059,138652,2007,,1,3,226,,,0.84,,Ares Management,Developer,Lendlease,Private Equity,Cushman & Wakefield,bridge loan,,,,distressed,off-market deal,Real Capital Analytics,B class retail in Buckhead
9231 Broadway Drive,San Francisco,San Jose,CA,37420,office,A,2023-03-30,134749624,,338.17,7.32,,398463,685787,1992,2003.0,1,11,811,9863672.0,15174880.0,0.84,1.03,CBRE Investment Management,Investment Fund,Simon Property Group,Investment Fund,Colliers,bridge loan,,,,stabilized,,Public Records,A class office in San Jose
6915 Madison Boulevard,Washington,Alexandria,DC,82794,retail,A,2023-03-30,30980122,,267.41,7.71,,115854,201343,1997,2023.0,1,3,376,2388567.0,3674718.0,0.82,0.99,SL Green Realty,Insurance Company,Carlyle Group,Developer,Marcus & Millichap,financed,0.59,Principal Financial,6.98,stabilized,LEED certified,Real Capital Analytics,A class retail in Alexandria
2822 Broadway Way,Riverside,San Bernardino,CA,59411,multifamily,A,2023-03-28,24554533,282236.0,321.45,4.93,87.0,76386,216140,2011,,2,37,162,,,0.94,,MetLife,Insurance Company,Newmark,Insurance Company,,bridge loan,,,,portfolio,,JLL Research,A class multifamily in San Bernardino
481 Center Drive,Washington,Bethesda,DC,60841,industrial,C,2023-03-28,89039884,,204.22,5.57,,435996,713523,2015,,1,1,995,,,0.97,,AvalonBay Communities,REIT,Harrison Street,REIT,Newmark,assumption,,,,portfolio,LEED certified,CoStar COMPS,C class industrial in Bethesda
8409 Main Way,Dallas,Fort Worth,TX,84620,hotel,Full Service,2023-03-25,35525213,94734.0,210.52,8.45,375.0,168750,372626,2006,2019.0,1,12,429,3001880.0,4618276.0,0.82,0.88,RXR Realty,Family Office,LaSalle Investment Management,Insurance Company,CBRE,bridge loan,,,,stabilized,,CBRE Market Report,Full Service class hotel in Fort Worth
6089 Madison Way,Houston,The Woodlands,TX,32719,mixed-use,B,2023-03-24,215415922,1682937.0,513.05,7.28,128.0,419870,982973,2016,,1,16,1253,,,0.86,,Brookfield Asset Management,Individual Investor,PGIM Real Estate,REIT,Newmark,bridge loan,,,,value-add,,Real Estate Alert,B class mixed-use in The Woodlands
8182 Market Boulevard,Philadelphia,King of Prussia,PA,42653,industrial,B,2023-03-23,62791522,,101.64,5.95,,617806,1724965,1993,2008.0,1,3,1503,,,0.99,,Related Companies,REIT,Boston Properties,Family Office,JLL,financed,0.71,Principal Financial,7.02,value-add,,CoStar COMPS,B class industrial in King of Prussia
5267 Madison Way,Dallas,Arlington,TX,70643,multifamily,C,2023-03-22,15672460,295707.0,248.28,5.35,53.0,63123,165713,2019,2024.0,2,6,145,,,0.9,,Greystar,Sovereign Wealth Fund,Tishman Speyer,Family Office,Colliers,bridge loan,,,,value-add,1031 exchange,CBRE Market Report,C class multifamily in Arlington
2175 Washington Boulevard,Phoenix,Chandler,AZ,71493,office,A,2023-03-21,90158045,,867.0,6.36,,103989,310264,1993,2005.0,1,8,227,,,0.84,,RXR Realty,Sovereign Wealth Fund,Tishman Speyer,Insurance Company,HFF,cash,,,,value-add,LEED certified,CoStar COMPS,A class office in Chandler
6225 Broadway Boulevard,Seattle,Downtown Seattle,WA,80679,office,C,2023-03-21,194438662,,398.85,7.06,,487494,1096407,2003,,1,32,1212,,,0.8,,Greystar,Investment Fund,Nuveen Real Estate,REIT,JLL,bridge loan,,,,sale-leaseback,ground lease,JLL Research,C class office in Downtown Seattle
7221 Madison Street,Riverside,San Bernardino,CA,77419,hotel,Full Service,2023-03-20,99319237,402102.0,761.56,7.76,247.0,130416,269549,1992,,1,24,405,,,0.61,,Brookfield Asset Management,REIT,Starwood Capital,Developer,Newmark,assumption,,,,sale-leaseback,,Real Estate Alert,Full Service class hotel in San Bernardino
8543 Madison Way,Washington,Arlington,DC,18400,retail,C,2023-03-20,52057523,,285.66,6.9,,182238,453993,2012,,1,3,434,,,0.87,,AvalonBay Communities,Insurance Company,Brookfield Asset Management,Pension Fund,Berkadia,bridge loan,,,,value-add,LEED certified,Real Estate Alert,C class retail in Arlington
1537 Madison Way,Phoenix,Chandler,AZ,73534,multifamily,A,2023-03-19,81371946,242901.0,202.59,4.66,335.0,401665,883089,1992,,2,24,1263,,,0.92,,Hines,Private Equity,Vornado Realty Trust,Developer,CBRE,seller financing,,,,sale-leaseback,,CoStar COMPS,A class multifamily in Chandler
9169 Center Boulevard,Seattle,Tacoma,WA,71742,hotel,Full Service,2023-03-18,86511485,368134.0,630.37,8.83,235.0,137240,231884,2013,,1,39,408,,,0.63,,Simon Property Group,REIT,JLL,REIT,Colliers,seller financing,,,,development,portfolio acquisition,CoStar COMPS,Full Service class hotel in Tacoma
6786 Center Drive,Atlanta,Alpharetta,GA,96580,industrial,B,2023-03-15,53827529,,215.29,6.41,,250029,384620,1991,2014.0,1,3,706,,,0.9,,Duke Realty,Pension Fund,Brookfield Asset Management,Family Office,Cushman & Wakefield,financed,0.57,,5.63,development,,Real Estate Alert,B class industrial in Alpharetta
6913 Madison Way,Houston,Downtown Houston,TX,39429,multifamily,A,2023-03-15,28223512,67359.0,64.21,4.58,419.0,439531,1199966,2012,,4,25,1231,,,0.93,,Nuveen Real Estate,Pension Fund,Greystar,Investment Fund,Eastdil Secured,bridge loan,,,,distressed,off-market deal,CoStar COMPS,A class multifamily in Downtown Houston
9078 Washington Street,Miami,Aventura,FL,47492,industrial,C,2023-03-15,103466046,,260.76,6.88,,396788,692610,2008,,1,1,960,,,0.95,,Equity Residential,REIT,Hines,Insurance Company,,assumption,,,,sale-leaseback,1031 exchange,Public Records,C class industrial in Aventura
7920 Center Street,Riverside,Riverside,CA,95813,hotel,Limited Service,2023-03-14,93448515,237179.0,501.44,7.45,394.0,186362,323620,1996,,1,16,409,,,0.7,,RXR Realty,Investment Fund,Prologis,Family Office,Eastdil Secured,cash,,,,value-add,,JLL Research,Limited Service class hotel in Riverside
1312 Madison Boulevard,Seattle,Downtown Seattle,WA,10279,office,C,2023-03-14,39067612,,289.65,6.83,,134881,255667,2018,2023.0,1,37,364,,,0.92,,Vornado Realty Trust,Pension Fund,CBRE Investment Management,Private Equity,Eastdil Secured,bridge loan,,,,portfolio,master lease in place,Real Capital Analytics,C class office in Downtown Seattle
4541 Oak Avenue,Boston,Cambridge,MA,92480,retail,B,2023-03-12,37071907,,254.54,7.11,,145640,224014,1998,2015.0,1,3,297,,,0.88,,AEW Capital Management,REIT,MetLife,Individual Investor,CBRE,seller financing,,,,value-add,ground lease,CoStar COMPS,B class retail in Cambridge
9709 Oak Boulevard,Detroit,Dearborn,MI,38535,hotel,Full Service,2023-03-11,34824777,263824.0,625.18,7.43,132.0,55704,123254,2009,2017.0,1,29,185,,,0.81,,Lendlease,Family Office,Kimco Realty,Pension Fund,JLL,seller financing,,,,sale-leaseback,off-market deal,Real Estate Alert,Full Service class hotel in Dearborn
8574 Broadway Street,Atlanta,Alpharetta,GA,12147,office,B,2023-03-10,34023381,,90.03,7.14,,377926,579668,2004,,1,21,1038,2429269.0,3737336.0,0.73,0.93,Starwood Capital,Family Office,JLL,Insurance Company,HFF,bridge loan,,,,stabilized,,CBRE Market Report,B class office in Alpharetta
6624 Broadway Way,Boston,Seaport,MA,52008,industrial,C,2023-03-10,109333593,,246.65,5.88,,443281,799319,2000,,1,1,1002,6428815.0,9890484.0,0.95,0.95,Duke Realty,Developer,RXR Realty,Family Office,JLL,financed,0.6,Deutsche Bank,5.6,stabilized,off-market deal,CBRE Market Report,C class industrial in Seaport
9455 Washington Drive,Dallas,Downtown Dallas,TX,46922,mixed-use,A,2023-03-10,77474807,405627.0,465.6,6.47,191.0,166396,267283,2001,,1,16,356,,,0.86,,Ares Management,REIT,Ares Management,Developer,Eastdil Secured,cash,,,,development,ground lease,CBRE Market Report,A class mixed-use in Downtown Dallas
2965 Madison Way,Houston,The Woodlands,TX,47626,retail,B,2023-03-09,64956876,,910.12,7.78,,71372,111579,1985,2021.0,1,2,158,,,0.85,,AEW Capital Management,Family Office,Prologis,Individual Investor,Eastdil Secured,seller financing,,,,value-add,,Real Estate Alert,B class retail in The Woodlands
9519 Market Avenue,Los Angeles,Santa Monica,CA,40320,multifamily,B,2023-03-09,80557676,193184.0,165.4,4.91,417.0,487056,1372007,2015,,5,40,1407,,,0.9,,Kimco Realty,Sovereign Wealth Fund,Equity Residential,Private Equity,JLL,bridge loan,,,,distressed,waterfront property,CoStar COMPS,B class multifamily in Santa Monica
3377 Park Boulevard,Washington,Arlington,DC,27289,multifamily,C,2023-03-09,26615289,483914.0,408.02,5.42,55.0,65230,131879,1991,,2,35,130,,,0.88,,Blackstone,Pension Fund,AvalonBay Communities,Insurance Company,,assumption,,,,sale-leaseback,waterfront property,Public Records,C class multifamily in Arlington
7205 Park Boulevard,Chicago,Loop,IL,53335,office,B,2023-03-08,210375890,,1039.01,7.04,,202477,582588,2009,,1,28,666,,,0.83,,Bentall GreenOak,Individual Investor,JLL,Investment Fund,Berkadia,cash,,,,value-add,,CoStar COMPS,B class office in Loop
8435 Oak Street,Los Angeles,Long Beach,CA,73422,mixed-use,B,2023-03-08,395927351,1564930.0,663.91,6.78,253.0,596358,1312648,2000,,1,38,1790,,,0.94,,Boston Properties,Family Office,Prologis,Investment Fund,Marcus & Millichap,financed,0.59,,7.15,distressed,off-market deal,JLL Research,B class mixed-use in Long Beach
1014 Main Boulevard,Miami,Miami Beach,FL,34968,mixed-use,A,2023-03-08,347887808,1067141.0,1946.5,6.75,326.0,178725,330581,2004,,1,3,429,23482427.0,36126810.0,0.86,0.93,Greystar,Investment Fund,AEW Capital Management,Developer,,bridge loan,,,,stabilized,master lease in place,CBRE Market Report,A class mixed-use in Miami Beach
9348 Park Street,Detroit,Dearborn,MI,17666,office,C,2023-03-06,133889608,,822.64,7.57,,162757,466211,1992,,1,16,332,,,0.88,,Kimco Realty,Pension Fund,Simon Property Group,REIT,CBRE,bridge loan,,,,value-add,waterfront property,CBRE Market Report,C class office in Dearborn
3945 Center Street,Atlanta,Sandy Springs,GA,43940,office,B,2023-03-04,109847653,,1879.34,7.08,,58450,105564,2023,,1,39,147,7777213.0,11964943.0,0.71,0.94,CBRE Investment Management,Sovereign Wealth Fund,Cushman & Wakefield,Insurance Company,Berkadia,bridge loan,,,,stabilized,waterfront property,Public Records,B class office in Sandy Springs
936 Center Street,Phoenix,Scottsdale,AZ,40894,retail,A,2023-03-04,74059746,,484.38,7.43,,152895,364511,2022,,1,3,360,,,0.9,,Boston Properties,Private Equity,CBRE,REIT,JLL,financed,0.62,Principal Financial,8.33,distressed,,Real Estate Alert,A class retail in Scottsdale
9248 Center Drive,Dallas,Fort Worth,TX,90179,multifamily,C,2023-03-03,24413864,190733.0,164.57,4.63,128.0,148352,252509,2019,,1,34,309,,,0.88,,PGIM Real Estate,REIT,Vornado Realty Trust,REIT,CBRE,seller financing,,,,sale-leaseback,,CBRE Market Report,C class multifamily in Fort Worth
6222 Washington Drive,San Francisco,Berkeley,CA,51488,industrial,A,2023-03-03,13713165,,31.45,5.79,,436055,987368,2015,,1,2,937,,,0.95,,Related Companies,Pension Fund,KKR Real Estate,Private Equity,Eastdil Secured,bridge loan,,,,distressed,LEED certified,Public Records,A class industrial in Berkeley
3688 Broadway Boulevard,Seattle,Tacoma,WA,87864,hotel,Select Service,2023-03-03,130230462,343616.0,672.44,7.9,379.0,193669,341886,1992,,1,17,487,,,0.75,,Nuveen Real Estate,Insurance Company,HFF,Private Equity,Marcus & Millichap,bridge loan,,,,value-add,portfolio acquisition,Public Records,Select Service class hotel in Tacoma
